id_rank,CREDIT_FLAG,AGE,mobile_fixed_days,adr_stability_days,consume_steady_byxs_1y,use_mobile_2_cnt_1y,activity_area_stability,last_1y_total_active_biz_cnt,have_car_flag,have_fang_flag,last_6m_avg_asset_total,last_3m_avg_asset_total,last_1m_avg_asset_total,last_1y_avg_asset_total,tot_pay_amt_6m,tot_pay_amt_3m,tot_pay_amt_1m,ebill_pay_amt_6m,ebill_pay_amt_3m,ebill_pay_amt_1m,avg_puc_sdm_last_1y,xfdc_index,pre_1y_pay_cnt,pre_1y_pay_amount,auth_fin_last_1m_cnt,auth_fin_last_3m_cnt,auth_fin_last_6m_cnt,credit_pay_amt_1m,credit_pay_amt_3m,credit_pay_amt_6m,credit_pay_amt_1y,credit_pay_months_1y,credit_total_pay_months,credit_duration,positive_biz_cnt_1y,ovd_order_cnt_1m,ovd_order_amt_1m,ovd_order_cnt_3m,ovd_order_amt_3m,ovd_order_cnt_6m,ovd_order_amt_6m,ovd_order_cnt_12m,ovd_order_amt_12m,ovd_order_c0t_3m_m1_status,ovd_order_c0t_6m_m1_status,ovd_order_c0t_12m_m1_status,ovd_order_c0t_12m_m3_status,ovd_order_c0t_12m_m6_status,ovd_order_c0t_21_m3_status,ovd_order_c0t_21_m6_status,ovd_order_c0t_51_m3_status,ovd_order_c0t_51_m6_status,relevant_stability,sns_pii
22032,-1,21,5,3,8,1,2,7,1,1,4,4,2,3,6,7,4,5,5,3,1,5,9,8,3,4,4,3,3,3,3,7,6,4,1,3,4,3,4,3,4,3,4,1,1,1,0,0,0,0,0,0,9,4
23132,-1,31,7,4,6,2,2,9,2,2,3,3,3,3,9,9,9,10,10,9,1,7,6,5,4,4,4,3,5,4,4,8,7,4,1,2,2,3,8,3,8,3,8,1,1,1,0,0,0,0,0,0,6,3
23502,-1,32,2,2,1,1,2,4,1,1,1,1,1,1,2,4,7,2,2,3,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
3964,1,20,3,2,3,1,3,6,1,1,3,3,3,3,2,2,4,3,4,6,1,2,6,4,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,2
5813,1,60,5,2,10,1,3,7,1,2,6,5,6,11,4,6,3,8,9,4,4,7,1,1,1,2,3,5,3,3,2,4,6,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,6
6492,1,41,10,8,3,1,3,6,2,2,3,3,4,2,4,4,5,7,7,8,3,6,6,8,1,2,2,5,4,4,4,9,7,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,3
20417,-1,26,10,7,4,1,3,8,1,1,5,6,6,5,10,10,10,10,10,10,2,8,9,9,2,3,4,6,5,6,6,10,9,6,1,1,1,2,4,2,4,2,4,1,1,1,0,0,0,0,0,0,7,8
8729,1,27,7,4,9,2,3,9,2,2,9,9,9,9,5,6,5,6,8,9,4,8,5,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,4
10206,1,25,10,7,10,1,2,8,2,1,5,5,6,7,6,3,4,4,3,5,1,3,7,6,1,1,1,1,1,1,2,3,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,7
10467,1,28,9,7,3,1,4,10,2,1,5,6,4,7,6,7,9,7,8,7,3,2,6,6,1,1,1,4,3,3,3,9,7,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,5
10951,1,26,10,5,8,2,8,9,1,1,12,12,13,11,6,5,7,7,8,9,3,9,8,8,1,1,1,4,3,2,2,4,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,6
14247,1,34,2,4,10,2,3,8,1,2,9,10,10,9,5,4,3,7,3,4,1,6,6,7,1,2,2,3,3,3,2,6,6,6,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,6
20268,1,33,8,10,7,2,5,7,1,2,7,7,7,8,6,6,7,4,6,6,1,5,2,2,1,2,2,2,2,2,2,4,5,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,5
20927,-1,29,2,8,4,3,3,9,2,2,4,5,6,5,8,8,8,10,10,10,1,9,7,8,2,2,3,6,6,4,4,8,7,5,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,6
617,1,23,7,7,3,2,7,10,2,1,6,6,3,6,9,9,8,9,7,7,1,2,8,8,2,3,3,4,3,4,4,7,5,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,8
3052,1,25,9,8,8,2,6,8,1,1,3,2,2,3,6,6,6,9,8,8,1,5,9,8,2,3,3,3,2,4,4,9,7,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,7
3084,1,23,5,7,9,1,6,10,2,1,7,7,7,6,10,13,12,11,12,10,3,6,9,9,3,4,4,7,6,5,4,9,6,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,7
23877,-1,30,2,7,2,3,4,10,1,1,7,6,6,6,10,10,12,11,10,11,1,9,10,10,3,4,4,8,9,8,7,10,8,8,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,9
24684,-1,34,10,9,3,2,7,8,2,2,3,2,3,3,6,7,8,5,5,8,1,2,10,8,3,3,3,3,3,3,3,8,6,5,1,1,1,1,1,2,4,2,4,0,1,1,0,0,0,0,0,0,7,8
6316,1,37,10,10,3,1,4,7,2,2,5,5,5,5,6,7,8,10,10,11,7,3,1,1,2,3,3,9,10,10,10,10,10,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,7
7489,1,33,9,10,7,4,5,10,2,2,8,9,9,8,6,7,8,10,10,10,1,5,4,3,1,2,3,1,2,2,2,3,5,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,9
10820,1,28,10,10,3,1,8,10,2,1,9,9,9,9,9,9,9,12,12,12,1,8,3,3,2,2,2,1,1,1,2,3,4,5,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,8
11401,1,24,3,2,9,1,2,6,1,1,2,2,1,2,2,2,4,2,2,2,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,3
12700,1,41,4,10,2,2,5,9,2,2,9,9,9,9,9,9,9,8,7,6,1,2,6,6,1,1,1,9,9,8,8,10,9,9,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,6
17361,1,33,3,8,8,2,8,10,2,2,8,4,3,9,9,6,5,10,8,7,1,8,10,8,1,2,3,3,3,3,3,7,6,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,9
21200,-1,32,3,1,6,2,1,5,1,1,4,5,6,4,4,6,8,2,3,5,1,7,5,3,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2
1197,1,45,2,3,10,2,4,5,1,2,7,6,6,8,4,3,4,5,4,7,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,5
2925,1,26,3,2,10,3,3,7,1,1,2,2,2,2,6,4,4,2,2,1,1,5,2,2,2,2,2,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,4
2930,1,40,3,2,7,1,3,6,1,2,8,8,9,7,7,8,9,3,2,5,4,2,2,2,1,1,1,1,3,3,3,5,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,5
22785,-1,30,10,8,9,2,6,9,1,2,4,5,6,4,5,4,4,9,7,3,1,6,4,4,2,3,4,5,5,4,4,5,5,10,2,1,1,2,3,2,3,2,3,1,1,1,0,0,0,0,0,0,2,8
4722,1,36,9,10,9,2,10,8,2,2,15,15,11,15,15,15,11,9,9,9,1,3,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5
7162,1,30,2,5,7,2,5,3,2,2,2,2,2,2,3,3,4,5,7,6,1,6,7,6,2,2,2,1,1,1,1,1,3,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,1
7700,1,33,9,7,6,1,3,6,2,2,9,9,7,9,3,2,3,6,3,4,7,5,6,7,1,1,1,1,2,3,3,8,7,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,2
11951,1,27,2,1,3,2,1,5,1,1,9,9,8,8,2,2,2,2,2,3,2,1,5,3,1,2,2,3,3,3,3,9,9,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,1
15355,1,27,4,2,10,2,2,7,1,1,6,7,7,6,7,7,7,6,5,6,1,2,10,8,1,2,3,1,2,2,2,5,4,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,6
20682,-1,50,4,2,4,1,3,7,2,2,4,5,3,4,8,6,7,5,7,6,1,9,8,8,1,2,3,6,7,8,9,10,7,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5
18855,1,34,3,10,10,2,5,4,1,2,4,4,4,6,4,3,3,7,6,4,1,7,7,9,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2
19487,1,25,8,3,4,2,4,3,1,1,3,2,2,2,2,2,2,2,2,3,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,1
1805,1,32,5,4,10,2,3,7,1,1,5,5,7,4,4,5,8,2,2,3,2,4,4,3,2,3,3,5,4,3,2,3,3,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,5
2289,1,23,6,4,2,1,5,6,1,1,3,2,2,3,5,4,5,9,8,7,1,6,6,4,1,1,1,4,3,2,2,3,3,2,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,5
2405,-1,46,2,2,7,3,2,8,2,2,3,2,2,2,3,4,3,6,6,4,3,2,7,7,1,2,2,1,1,1,1,1,1,3,1,2,5,2,5,2,5,2,5,1,1,1,0,0,0,0,0,0,3,3
22479,-1,41,2,2,7,1,2,4,1,2,3,3,3,2,3,4,6,5,8,9,1,2,6,5,3,5,5,5,3,3,2,3,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,2
24911,-1,31,7,3,6,1,2,7,1,2,2,3,2,2,4,4,6,4,5,6,1,9,6,6,2,3,3,4,3,4,4,6,5,7,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,5
25319,-1,30,3,2,9,1,2,4,1,2,2,2,2,2,8,9,9,6,4,4,1,8,9,9,1,1,1,8,8,7,5,5,4,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,5
5797,1,29,9,4,6,1,3,9,2,2,5,5,5,6,8,9,10,9,10,10,1,3,8,8,1,1,3,4,4,4,4,10,10,8,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,6
6378,1,33,5,10,2,2,2,4,2,2,3,3,2,3,7,8,9,7,8,9,4,4,3,4,1,1,1,3,2,3,3,7,8,10,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3
7447,1,39,3,10,6,2,3,5,2,2,4,5,6,4,4,6,8,8,10,11,1,4,1,1,2,2,2,1,1,1,1,1,3,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,1
8754,1,53,4,1,9,2,1,6,1,2,11,10,9,11,7,7,7,3,3,3,1,10,3,3,1,1,1,1,2,2,2,3,3,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,2
9109,1,32,10,9,3,1,3,5,1,2,2,2,2,3,2,2,3,4,3,5,1,3,2,2,1,1,1,1,1,1,2,3,3,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,2
15154,1,30,3,6,2,3,5,10,2,2,5,5,5,5,15,11,9,10,11,12,1,8,1,1,1,2,3,10,10,10,10,10,10,10,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,9
17313,1,32,7,4,4,2,2,4,2,2,2,2,2,2,2,2,4,4,4,6,3,5,7,7,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2
18177,1,36,6,8,7,1,2,6,2,2,2,2,1,2,6,6,8,7,6,6,1,6,7,7,1,1,1,4,3,4,3,7,7,7,1,2,3,2,3,2,3,2,3,1,1,1,0,0,0,0,0,0,3,3
1893,1,28,3,3,4,4,4,10,2,1,8,8,8,8,7,7,7,9,5,6,1,8,8,8,2,2,2,6,4,4,5,10,10,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,7
1925,1,45,2,5,5,2,4,7,2,2,7,7,8,8,8,8,10,3,3,4,1,6,8,9,2,3,3,4,4,5,5,9,6,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,3
2627,1,27,7,2,5,1,2,4,1,1,2,3,3,2,3,4,6,5,6,7,1,2,6,3,2,2,2,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,1
2700,1,24,2,2,3,2,3,8,1,1,5,5,5,5,5,5,5,6,7,8,1,3,8,6,3,3,4,4,3,3,3,9,6,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,5
4054,1,19,2,3,4,2,5,7,2,1,6,6,4,6,3,3,4,5,4,6,1,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,5
6170,1,31,3,8,6,2,2,7,1,2,6,7,5,5,9,9,11,8,9,10,1,10,4,6,1,1,1,3,3,3,3,7,5,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,7
7091,1,33,9,5,9,1,2,7,1,2,7,7,7,7,2,2,3,2,2,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,5
7471,1,35,10,10,5,2,2,5,1,2,2,2,2,2,3,3,5,4,5,9,2,10,4,4,2,2,2,4,4,4,4,9,10,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2
8495,1,32,3,6,3,1,2,2,2,1,2,2,2,2,2,2,2,4,4,4,1,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,1
10484,1,27,3,7,10,2,4,5,1,1,2,3,4,2,2,3,4,3,3,6,1,4,3,2,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,5
11941,1,29,3,2,9,2,5,9,1,1,14,14,15,12,8,9,11,5,6,9,2,6,3,2,1,1,1,1,4,3,3,4,3,4,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,7
14592,1,30,5,8,10,1,5,6,2,2,3,3,2,3,4,5,3,7,8,4,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,2
16531,1,32,3,2,9,2,2,4,2,2,2,3,2,3,2,3,3,4,6,5,1,2,6,4,2,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,1
16863,1,29,2,7,8,4,9,7,2,1,5,6,7,5,7,5,4,10,8,7,1,8,9,9,1,1,2,2,2,2,2,2,4,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,8
21313,-1,37,2,2,9,3,6,8,1,1,3,2,2,3,3,3,5,4,4,7,1,2,10,10,3,4,4,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,6
21570,-1,26,5,4,10,2,3,10,2,2,3,4,5,3,3,4,5,4,5,8,1,4,4,5,1,1,2,3,2,2,2,3,3,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,3
3357,1,25,2,7,6,2,3,10,2,1,6,7,3,6,7,8,8,8,8,8,1,4,8,6,2,2,3,1,2,3,3,7,7,4,1,2,3,2,3,2,3,2,3,1,1,1,0,0,0,0,0,0,5,7
23293,-1,26,3,5,7,3,2,6,1,1,4,4,4,3,4,5,6,3,4,6,1,2,5,3,1,1,1,2,2,2,2,5,4,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,3
24109,-1,29,5,4,10,1,3,10,2,2,6,6,6,6,15,15,15,9,10,10,1,9,6,7,3,5,5,8,7,7,6,8,6,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,9
24441,-1,27,2,2,8,3,2,9,1,1,4,5,6,4,5,6,7,8,7,8,1,10,7,5,3,4,4,3,2,2,2,5,4,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,5
7821,1,25,8,6,4,1,4,7,1,1,9,9,8,8,5,6,6,6,7,7,1,5,8,8,1,2,2,3,3,3,3,10,9,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,7
11453,1,29,3,1,10,1,1,6,1,2,8,9,9,9,4,4,5,2,2,4,1,9,3,4,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4
13446,1,27,2,4,10,1,8,8,1,1,6,3,4,8,3,4,7,3,3,4,1,6,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,5
13964,1,33,5,10,3,2,3,3,2,2,2,2,2,2,2,2,3,4,3,5,1,4,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2
14413,1,33,3,1,9,1,1,4,1,2,1,1,1,1,2,2,2,3,3,3,1,5,9,8,1,1,1,4,4,3,4,9,6,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,5
15667,1,27,4,9,7,1,2,4,2,2,2,2,2,2,2,2,3,3,4,6,1,2,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,1
15873,1,30,9,8,10,2,3,10,2,2,6,6,6,6,6,7,7,8,9,9,1,8,5,6,1,1,1,1,4,4,3,5,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,6
15879,1,29,8,4,9,1,7,9,1,1,7,8,8,6,5,6,8,3,4,4,1,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,4
17959,1,36,10,10,2,2,4,10,2,2,7,8,7,7,10,9,9,13,12,12,3,7,9,10,1,1,1,10,9,10,10,10,10,10,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,9
19284,1,29,3,4,10,3,7,7,2,2,3,4,3,3,8,6,7,11,9,10,1,6,4,8,1,3,3,10,10,10,9,5,4,6,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,7
20017,1,29,5,7,8,2,9,6,2,2,4,2,2,3,7,7,8,9,9,10,1,2,9,9,1,1,2,4,5,5,4,7,6,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,7
328,1,25,4,3,9,1,3,8,1,1,4,3,3,5,6,5,5,6,6,7,1,8,6,8,2,3,4,3,3,3,3,7,5,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,7
22512,-1,26,2,1,9,2,1,5,1,1,5,4,4,6,7,6,5,2,2,2,1,7,10,10,3,4,4,1,2,2,2,7,6,3,1,2,2,2,2,4,3,4,3,1,1,1,0,0,0,0,0,0,9,4
4643,1,24,9,6,7,1,2,5,2,1,3,2,2,3,6,5,4,4,3,3,1,5,6,5,2,3,3,1,1,1,1,1,4,3,1,1,1,2,3,3,4,3,4,1,1,1,0,0,0,0,0,0,8,3
4937,1,33,5,8,10,1,6,5,1,2,9,9,9,9,7,8,7,7,8,10,3,3,4,6,1,2,2,1,1,1,1,1,2,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,4
8813,1,37,10,9,8,2,4,5,2,2,5,4,4,4,4,4,6,6,8,9,1,8,2,3,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2
9111,1,32,10,10,3,2,4,7,2,2,2,2,2,3,4,4,6,7,7,8,1,6,7,7,1,1,1,1,2,3,2,6,5,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5
10660,1,33,7,10,7,1,5,6,1,2,10,10,11,9,5,6,5,7,8,6,1,8,2,2,1,1,3,4,3,2,2,3,4,6,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5
10979,1,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
13734,1,23,2,5,3,3,3,10,1,1,9,9,10,9,7,6,7,9,7,6,1,2,3,2,3,3,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,6
17830,1,40,9,7,9,1,4,7,1,2,9,9,10,8,5,5,5,9,8,7,3,6,9,9,2,2,2,3,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,6
20303,1,38,9,1,5,1,1,7,1,2,8,8,7,9,8,9,8,3,4,8,3,9,3,4,1,1,2,5,6,4,4,7,6,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,9
661,-1,24,3,2,8,3,5,7,1,1,5,5,2,4,10,10,10,5,7,3,1,2,10,7,1,1,3,10,10,10,8,8,6,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,6
21394,-1,40,2,1,1,1,1,4,1,1,5,5,5,1,2,2,4,2,2,2,1,1,1,1,1,1,1,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1360,1,45,2,1,5,1,1,6,1,2,3,3,4,3,3,4,2,2,2,2,1,3,2,2,1,1,1,2,3,3,2,7,5,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,8
1584,1,36,10,10,2,1,6,9,2,2,7,7,7,7,3,3,5,5,5,8,4,6,6,5,1,1,1,3,3,3,3,10,9,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,6
1824,1,24,6,2,9,3,4,5,1,1,6,6,6,6,5,6,8,3,4,5,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,7
24927,-1,30,3,7,7,1,5,6,2,2,6,6,6,6,3,4,5,5,7,9,1,2,5,4,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,5
6012,1,43,4,10,7,2,3,5,2,2,8,8,8,8,7,6,6,5,7,8,1,8,1,1,1,1,1,1,4,3,3,4,6,8,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2
6103,1,34,10,10,9,1,4,10,2,2,15,15,15,15,9,8,9,9,9,10,1,3,5,4,1,1,2,3,2,2,2,4,6,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,6
6281,1,45,10,4,7,1,2,8,1,2,9,9,3,9,6,6,3,3,3,3,4,6,4,4,1,2,2,3,3,3,2,6,5,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,4
8162,1,34,3,10,7,2,2,2,2,2,2,2,3,2,2,3,3,5,6,4,1,5,3,2,1,2,2,1,1,1,1,1,1,10,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4
15626,1,39,6,10,6,2,3,9,2,2,9,8,9,8,8,9,9,8,8,8,1,4,4,3,2,2,3,7,5,6,5,7,8,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,6
16126,1,28,5,5,10,1,2,7,1,2,4,4,3,3,4,3,5,6,3,2,1,5,3,3,4,4,5,4,2,2,2,2,3,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,4
20164,1,28,6,7,2,3,4,8,2,1,10,10,11,9,15,15,10,12,10,10,1,8,6,5,1,2,3,4,4,4,3,6,5,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,9
935,1,24,3,2,6,1,3,5,1,1,2,2,2,2,2,3,3,3,4,4,1,9,8,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,3
2409,1,27,7,7,2,2,5,9,2,1,3,2,3,3,9,9,9,10,10,8,2,7,9,8,3,3,3,3,6,7,7,9,6,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,5
3055,1,41,9,7,4,3,3,8,2,2,5,2,2,4,9,8,7,10,9,9,4,8,7,7,1,1,3,3,2,2,3,5,8,9,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,9
3107,1,30,7,4,5,1,4,9,2,1,3,4,5,3,13,15,14,11,10,11,4,8,9,10,2,2,3,10,10,10,10,10,9,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,9
8888,1,31,1,2,2,3,3,3,2,1,2,3,3,2,3,4,4,7,7,7,1,5,3,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,1
12524,1,33,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,
12574,1,42,10,10,10,1,2,6,2,2,4,4,4,8,3,4,4,7,7,7,1,4,1,1,1,1,2,1,1,1,1,1,4,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,4
15697,1,35,10,10,2,2,5,10,2,2,5,6,7,7,9,9,10,10,12,13,4,2,6,5,2,3,4,10,10,10,10,10,9,10,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,7
18099,1,38,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
324,1,24,3,5,6,4,3,9,2,1,5,6,6,5,7,7,7,9,9,9,1,4,10,6,2,4,4,3,3,2,3,7,5,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,6
21624,-1,27,9,7,2,2,2,9,2,2,4,4,5,7,14,12,11,10,11,11,1,10,9,10,3,3,4,4,4,6,7,10,10,10,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,3
21689,-1,28,3,2,7,2,3,6,1,1,2,2,2,2,2,2,3,3,4,6,1,9,7,9,1,3,3,2,2,2,2,4,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,5
