id_rank,CREDIT_FLAG,AGE,adr_stability_days,consume_steady_byxs_1y,last_1y_total_active_biz_cnt,last_6m_avg_asset_total,last_3m_avg_asset_total,last_1m_avg_asset_total,last_1y_avg_asset_total,tot_pay_amt_6m,tot_pay_amt_3m,tot_pay_amt_1m,ebill_pay_amt_6m,ebill_pay_amt_3m,ebill_pay_amt_1m,xfdc_index,pre_1y_pay_cnt,pre_1y_pay_amount,auth_fin_last_1m_cnt,auth_fin_last_3m_cnt,auth_fin_last_6m_cnt,credit_pay_amt_1m,credit_pay_amt_3m,credit_pay_amt_6m,credit_pay_amt_1y,credit_pay_months_1y,credit_total_pay_months,credit_duration,relevant_stability,sns_pii,use_mobile_2_cnt_1y,activity_area_stability,positive_biz_cnt_1y
4234,1,28,7,6,6,7,5,6,7,5,4,5,5,5,3,2,2,3,1,1,2,1,1,1,1,1,1,1,3,9,2,3,1
24000,0,31,7,6,8,4,4,5,4,9,9,9,5,5,5,7,8,9,1,3,3,4,4,4,5,10,9,7,9,9,3,3,1
4610,1,30,4,10,5,5,6,7,4,9,10,10,3,4,2,2,3,2,1,2,2,3,3,3,2,3,3,6,6,2,1,2,1
4999,0,45,2,8,8,5,4,3,4,11,13,14,10,9,4,10,3,4,2,2,3,10,10,10,10,10,6,6,7,5,3,2,1
25264,0,21,2,8,8,4,4,4,4,5,5,7,6,6,8,2,8,5,1,3,3,1,1,2,2,1,2,2,7,4,2,3,1
5649,1,34,9,5,9,11,11,10,11,8,9,9,8,9,8,3,6,9,1,2,3,5,4,4,4,10,10,9,5,7,1,4,2
20378,0,51,2,6,10,2,2,2,3,4,2,1,4,2,1,9,10,10,1,3,4,1,1,2,2,3,4,6,9,6,4,2,1
9292,1,33,2,8,3,2,2,1,2,5,6,4,9,10,6,7,3,4,1,3,3,1,1,1,1,1,1,4,4,1,1,2,2
11377,1,28,4,3,8,4,5,6,6,6,6,7,4,4,8,5,5,3,2,3,3,1,1,1,1,1,1,1,9,5,3,5,2
91,1,28,6,10,8,8,7,7,8,2,2,2,4,3,3,2,8,8,2,2,3,1,1,1,3,3,3,3,6,3,2,4,3
11452,1,29,8,9,10,7,3,2,7,4,4,6,8,8,9,6,5,7,1,2,2,1,1,6,10,7,8,8,6,9,1,4,1
12828,1,27,5,3,8,5,6,6,5,8,9,9,11,11,11,8,5,3,2,2,2,4,3,2,2,4,4,3,6,8,2,5,1
14443,1,27,7,10,8,12,12,13,11,8,5,3,4,4,5,4,7,5,1,2,2,2,2,2,3,10,10,1,7,3,2,2,2
15347,1,28,2,10,5,9,9,8,8,5,6,4,3,3,2,6,4,3,2,2,2,1,1,1,1,1,1,1,9,2,1,4,1
16337,1,34,9,5,2,4,4,4,3,2,2,2,3,3,3,3,2,2,1,1,2,1,1,1,1,1,1,8,2,3,1,4,3
16665,1,29,8,8,6,7,7,8,6,7,9,9,9,8,9,6,2,3,1,1,1,1,1,1,1,1,1,1,4,4,2,4,2
19214,1,26,7,7,6,13,15,15,11,4,4,3,6,8,4,4,5,5,2,2,3,1,1,1,1,1,1,1,8,2,1,2,3
19794,1,29,4,9,6,8,8,7,7,3,3,2,3,2,3,2,9,6,1,2,2,1,1,1,1,1,2,6,3,5,2,3,1
20025,1,23,2,9,7,5,6,6,6,2,3,3,2,2,2,2,5,3,1,1,1,1,1,1,1,1,1,4,3,6,1,2,1
21074,0,34,2,9,8,3,4,3,3,6,6,7,8,8,8,8,9,9,1,3,3,3,3,3,2,5,4,4,5,5,2,4,1
711,1,23,2,5,7,9,8,8,9,6,5,5,6,7,7,4,7,8,1,2,2,1,4,4,4,7,5,3,6,7,1,4,1
1260,1,25,8,3,7,5,4,5,4,7,8,9,9,9,10,7,4,5,1,1,1,1,5,5,5,9,8,7,7,8,1,3,2
21533,0,35,10,5,5,2,2,1,2,5,5,4,4,5,4,4,9,7,2,4,4,3,3,3,3,10,9,5,3,5,1,2,1
21591,0,27,7,3,9,7,7,7,7,9,8,7,9,10,2,6,9,7,1,2,3,1,3,3,3,6,9,6,5,9,1,3,1
22011,0,24,8,4,10,6,6,6,6,9,9,9,10,11,12,4,10,9,3,4,4,3,3,4,5,10,9,5,9,9,3,9,2
24520,0,27,2,7,7,3,2,2,4,6,7,7,5,6,8,3,9,8,4,4,5,4,3,3,3,7,5,3,8,4,1,2,1
4839,1,27,5,2,6,9,9,9,9,8,8,5,5,5,7,8,10,9,1,2,2,9,9,9,9,10,9,7,8,6,3,4,2
24838,0,30,2,5,8,6,6,6,6,15,15,14,10,9,9,6,8,9,3,4,4,6,9,7,6,7,5,8,3,9,1,3,2
25265,0,24,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,2,1,1
5568,1,45,5,5,8,2,3,3,3,4,4,6,7,6,9,5,4,3,1,1,2,4,3,4,4,8,6,5,2,4,2,4,1
6352,1,34,10,2,7,5,5,3,5,6,6,6,9,9,9,9,5,7,1,1,1,2,3,3,3,6,7,9,4,5,2,2,1
6995,1,44,3,5,7,7,4,3,6,4,5,5,4,5,4,4,2,2,1,1,1,1,1,1,2,2,2,3,6,2,2,2,3
7625,1,44,10,3,8,14,15,15,15,13,13,14,13,14,15,10,3,7,1,1,1,1,2,2,5,5,9,9,3,8,1,4,3
7778,1,28,4,8,5,7,7,9,8,8,8,9,10,10,11,10,6,9,1,1,1,1,1,1,2,2,5,7,7,6,1,3,1
7982,1,28,2,10,6,3,3,2,2,5,4,4,4,5,7,5,2,2,1,2,2,1,1,1,1,1,1,3,5,2,1,4,1
9108,1,32,10,7,5,4,3,2,3,3,4,5,5,7,9,6,1,1,1,1,2,1,1,1,1,1,2,8,3,1,1,2,2
20476,0,29,2,9,4,2,2,1,2,2,2,3,4,3,4,2,4,3,1,2,3,4,3,2,2,4,4,10,2,3,1,3,2
10746,1,51,7,5,6,15,15,15,15,2,3,3,3,4,5,2,1,1,1,1,1,1,2,2,2,5,4,9,8,3,1,4,1
11450,1,30,8,4,6,5,5,4,4,6,6,7,8,9,9,10,9,10,1,1,1,4,3,4,4,9,7,9,2,6,2,3,1
14002,1,31,9,3,8,5,5,5,6,5,3,3,7,5,4,7,5,6,2,2,2,3,4,4,4,8,7,5,4,4,2,3,1
16648,1,33,4,10,6,14,15,15,13,3,2,2,2,2,3,7,5,6,1,1,2,1,1,1,1,1,1,4,8,3,1,4,1
17228,1,29,8,9,6,4,4,3,4,4,3,5,4,3,3,4,6,5,1,1,1,1,1,1,1,1,1,1,5,5,1,3,1
18903,1,58,7,4,3,1,1,1,2,4,4,6,8,8,10,10,3,4,1,1,1,1,1,1,1,1,1,10,4,1,2,3,2
18967,1,31,9,6,8,8,8,6,7,6,7,5,8,8,9,6,4,3,1,1,1,1,1,1,1,1,1,1,6,5,2,2,2
1138,1,25,8,9,5,6,5,5,5,10,8,9,8,8,9,10,2,2,1,1,3,4,6,8,8,10,8,5,8,8,1,2,2
2125,1,25,4,10,7,10,6,7,9,10,8,8,9,8,4,4,6,7,2,2,2,1,1,1,1,1,1,1,8,4,1,2,2
2544,1,31,1,2,2,1,1,1,1,2,2,2,2,2,3,9,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1
3380,1,25,2,10,5,2,2,2,2,5,5,5,4,5,3,5,7,8,2,4,4,2,4,3,3,4,4,3,2,4,2,3,1
3636,1,26,7,7,9,4,2,1,4,10,12,11,14,15,15,7,3,3,3,3,4,10,10,9,7,10,9,5,6,4,1,3,3
4121,1,23,2,7,5,9,9,9,9,6,8,5,2,2,2,7,3,3,1,2,2,1,1,1,1,1,1,1,5,2,1,3,1
24075,0,29,8,2,10,5,5,5,3,8,9,9,7,6,8,8,8,8,1,2,3,4,6,7,8,10,10,8,5,7,2,2,1
4708,1,43,4,2,5,3,3,3,5,14,15,15,10,10,11,9,6,10,1,1,3,10,10,10,10,10,7,5,7,5,1,4,2
4766,1,25,2,8,6,3,3,2,4,2,3,4,2,2,2,4,5,3,1,1,1,3,2,2,2,4,3,3,3,3,2,2,1
4991,1,29,5,5,9,4,4,4,4,8,9,9,7,7,8,3,9,10,2,3,3,4,7,6,6,10,10,7,6,6,2,7,1
5270,1,23,4,5,5,2,2,2,2,5,6,7,9,9,10,7,10,10,1,3,3,6,5,5,4,6,5,6,8,4,2,3,2
6415,1,30,10,4,6,2,2,1,2,5,4,4,9,7,7,6,2,2,2,2,2,1,1,1,1,1,2,9,4,7,1,5,1
7827,1,25,4,6,5,6,6,6,2,3,3,4,6,6,8,7,6,8,1,1,2,1,1,1,1,1,1,1,6,9,1,4,2
9517,1,33,8,4,10,2,2,1,3,3,3,4,5,5,6,4,8,9,2,2,2,1,2,3,5,7,10,10,3,8,2,5,1
10045,1,27,4,5,5,2,2,2,2,2,3,3,4,5,5,4,10,10,2,2,2,4,4,4,3,7,5,3,5,3,2,2,1
12434,1,31,2,10,4,2,2,2,2,3,4,2,2,2,2,4,3,3,1,1,1,1,1,1,1,1,1,1,6,1,1,3,1
12768,1,30,4,3,5,2,2,1,2,8,8,6,4,4,4,8,5,5,1,1,1,6,4,4,4,7,5,3,6,8,1,2,1
123,1,27,3,9,3,2,2,2,2,2,1,1,2,1,1,2,3,3,1,1,2,1,1,1,2,3,6,4,3,1,2,3,1
14456,1,19,3,7,7,7,7,3,7,3,4,5,5,7,7,3,5,3,1,3,3,1,1,1,1,1,1,1,9,3,2,4,1
17653,1,24,4,8,4,2,2,2,2,3,2,2,5,3,3,6,6,5,1,1,1,1,1,1,1,1,1,4,7,2,3,6,2
20685,0,35,8,3,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1
18656,1,33,10,6,8,2,2,2,4,4,5,7,8,8,10,3,2,3,1,1,2,2,2,2,2,4,4,9,5,4,2,4,4
18679,1,31,10,9,3,2,2,2,2,2,2,2,3,4,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2
19613,1,23,7,7,5,2,2,3,2,5,6,7,7,9,10,3,3,2,1,2,2,1,1,1,1,1,1,1,5,7,3,5,2
19919,1,27,5,3,7,4,2,2,5,4,5,6,7,7,9,7,7,7,1,1,1,1,1,1,1,1,1,1,9,4,1,3,3
464,0,22,2,8,4,2,2,1,4,2,3,2,4,5,2,5,3,3,1,2,2,1,1,1,1,1,1,3,6,5,2,3,1
1681,1,31,10,5,10,4,3,3,4,9,9,9,10,10,11,6,9,8,1,2,3,6,6,6,5,10,10,10,3,6,2,2,5
1910,1,37,6,9,7,9,9,3,8,8,7,9,10,10,12,5,8,10,1,2,3,1,1,1,1,1,2,8,3,5,2,4,2
21869,0,37,2,1,2,2,2,2,3,1,1,1,1,1,1,10,1,1,2,2,2,1,1,1,1,1,2,2,2,1,3,2,1
2680,1,23,2,2,4,4,4,5,3,2,2,3,3,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,5,1
22504,0,27,4,9,10,4,2,1,4,8,2,1,9,2,1,9,9,9,1,1,3,1,1,4,4,6,6,4,6,8,1,3,1
22658,0,32,5,9,6,3,4,4,3,6,7,7,8,7,7,6,3,3,4,5,5,1,2,2,2,2,3,7,5,5,2,3,1
3335,1,33,10,3,9,9,7,8,9,14,14,10,10,11,10,9,2,2,1,2,2,2,3,10,10,9,10,10,3,8,2,10,2
23554,0,43,2,5,2,1,1,1,1,2,1,1,2,1,1,2,5,4,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1
4012,1,30,9,4,7,4,4,4,4,5,6,5,9,9,8,7,7,8,1,1,1,1,2,2,2,4,4,5,8,8,2,4,2
24011,0,25,3,2,6,4,2,2,5,9,8,3,10,10,2,8,10,9,1,1,1,4,6,7,8,10,9,5,4,6,2,2,1
25003,0,28,3,8,5,7,6,5,8,6,4,5,5,4,5,7,7,8,1,1,1,3,3,3,3,8,5,4,9,4,2,2,1
25059,0,27,8,9,10,6,7,7,6,7,9,6,7,8,8,6,4,4,3,3,3,6,4,4,3,9,9,6,4,6,2,2,3
5628,1,35,10,4,7,9,9,10,10,7,7,7,10,10,10,10,4,9,1,1,1,7,7,8,8,10,10,9,2,9,1,5,2
5981,1,47,4,9,2,1,1,1,2,4,5,3,7,9,4,6,2,3,1,1,1,1,1,1,1,1,1,6,7,1,1,4,1
6422,1,29,4,2,6,8,9,4,8,6,7,6,7,8,8,9,6,8,1,1,1,1,1,1,1,1,3,6,8,4,2,5,1
6723,1,37,10,8,5,13,11,12,12,7,7,6,9,9,9,6,1,1,1,1,1,1,1,1,1,1,1,8,4,7,1,3,2
9832,1,29,8,6,7,4,2,2,4,2,2,3,4,3,4,3,10,7,1,1,1,4,3,3,3,8,8,5,3,5,2,3,1
10602,1,28,8,9,5,7,7,7,6,4,6,5,7,8,8,5,4,3,1,1,2,2,2,2,2,2,5,3,2,4,2,2,1
10925,1,36,2,4,4,3,3,3,3,9,9,6,12,11,9,6,2,3,1,1,2,10,7,7,5,6,5,3,3,7,4,4,2
14658,1,22,4,8,4,2,2,2,3,2,3,4,4,5,7,3,4,3,1,2,2,1,1,1,1,1,1,1,9,1,1,3,1
16617,1,22,4,7,5,7,8,8,7,3,4,5,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,3,1
19348,1,29,5,8,6,4,5,3,3,8,7,7,10,5,4,10,3,3,1,1,2,4,4,3,2,4,3,7,3,3,1,3,1
19798,1,27,3,3,7,2,2,3,2,3,3,4,4,4,6,5,6,5,1,1,2,1,1,1,1,1,1,1,8,4,2,2,1
20012,1,22,2,10,6,6,6,7,6,5,7,7,9,10,10,2,5,3,1,2,2,1,1,1,1,1,1,1,9,3,2,5,2
20789,0,26,3,6,10,5,4,2,4,4,3,4,6,6,6,4,9,5,1,3,4,1,2,2,2,2,5,4,8,8,2,3,2
406,1,39,7,6,7,2,2,2,3,3,3,3,6,5,6,3,5,4,1,2,2,1,1,1,1,1,2,10,5,2,2,2,2
1315,0,28,2,10,4,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,9,1,1,2,1
1597,1,26,3,7,7,4,4,2,6,9,10,12,5,6,3,8,4,4,3,4,4,4,4,4,4,7,5,3,4,4,1,2,1
1761,1,27,9,10,9,7,8,5,9,10,10,9,6,7,7,8,9,9,1,1,1,5,4,4,4,7,8,7,5,8,2,5,1
2637,1,25,1,8,5,3,4,2,4,2,2,3,2,2,3,1,6,5,1,1,1,1,1,2,2,2,2,1,3,2,2,1,1
22618,0,32,10,5,10,6,6,5,5,15,15,14,8,8,8,9,8,10,2,2,2,9,8,7,6,8,6,6,7,9,1,3,2
23585,0,29,4,4,8,6,5,5,6,15,15,9,9,9,7,9,7,8,2,2,3,4,3,3,3,6,6,8,7,8,2,6,2
4058,1,21,4,8,5,4,4,5,3,4,5,7,3,3,5,2,3,2,1,1,2,1,1,1,1,1,1,1,3,2,2,5,1
4225,1,21,3,6,6,5,5,6,4,3,3,4,5,6,7,3,3,3,1,2,3,1,1,1,1,1,1,1,7,2,1,3,2
4591,1,29,2,7,7,7,7,7,7,8,9,10,3,4,4,3,9,9,3,3,3,2,6,5,4,5,4,2,5,7,2,4,2
24667,0,33,2,10,3,2,1,1,2,4,5,7,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1
24769,0,25,5,6,6,2,2,2,5,2,2,2,3,3,3,9,6,6,1,2,2,1,1,1,1,1,1,1,9,2,1,3,1
5325,1,23,5,4,9,10,9,8,11,7,8,9,9,10,10,5,5,5,2,2,4,1,1,1,1,1,1,2,3,8,2,4,5
6489,1,41,9,4,4,5,5,6,4,3,3,4,6,6,7,6,3,5,1,2,2,4,4,4,5,10,10,10,3,4,1,2,2
6530,1,31,10,3,8,7,7,8,7,7,7,7,9,9,9,10,3,6,1,1,2,4,2,2,2,3,3,10,6,9,1,3,2
7611,1,22,4,8,8,6,6,6,6,3,4,3,4,3,4,3,8,7,1,2,2,1,1,1,1,1,1,1,7,5,2,4,1
9959,1,29,8,7,2,1,1,1,1,2,2,3,4,3,5,2,2,4,1,1,1,1,1,1,1,1,1,1,7,1,1,2,1
10311,1,34,8,10,7,15,15,14,15,9,10,4,6,8,8,7,7,10,1,2,2,4,4,3,3,8,9,7,6,5,1,6,1
10364,1,23,4,6,9,6,4,4,5,4,3,4,4,5,5,2,10,7,1,1,2,1,1,1,1,1,1,1,9,6,2,6,2
10990,1,33,8,8,4,4,3,4,4,3,4,3,3,3,4,5,9,9,1,1,2,1,1,1,1,1,1,1,6,3,2,2,2
11797,1,46,9,2,4,3,3,3,4,3,4,4,6,7,7,10,10,10,1,1,1,1,1,1,1,1,1,10,2,3,2,3,2
14694,1,31,5,8,3,7,7,7,7,3,2,4,5,4,7,7,1,1,1,2,2,1,1,1,1,1,1,2,4,1,2,3,1
15577,1,37,10,10,4,2,2,2,2,2,3,5,4,5,8,2,2,2,2,2,2,1,1,1,1,1,1,8,9,1,1,3,1
18437,1,38,10,10,7,15,15,15,15,9,5,8,6,3,5,6,4,5,1,2,2,1,2,2,3,6,10,10,3,5,1,2,1
269,1,21,4,7,8,3,2,2,2,4,4,6,3,2,3,2,4,3,1,1,1,1,1,1,1,1,1,1,7,7,2,3,1
21009,0,26,2,9,3,1,1,1,1,2,2,1,4,3,1,3,6,4,1,1,1,1,1,1,1,1,1,2,9,1,2,3,1
796,1,34,2,8,3,2,2,3,2,3,4,5,6,8,8,10,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,4,1
869,1,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1
1020,1,40,8,10,5,9,9,9,10,5,6,5,5,5,5,7,2,2,1,1,2,1,1,1,1,1,1,7,5,2,1,3,3
21715,0,34,4,3,6,3,4,3,3,9,9,7,5,7,7,10,6,6,3,3,4,4,4,5,6,10,7,3,8,5,2,2,2
1938,1,29,8,3,4,5,5,5,4,4,5,7,7,7,9,3,8,8,2,2,2,1,1,1,1,1,1,5,3,3,2,2,1
22142,0,38,4,10,3,1,1,1,2,7,2,2,4,2,3,9,5,6,1,1,2,1,1,1,1,1,1,7,4,5,2,2,1
22406,0,31,4,8,10,5,3,1,5,8,3,2,3,2,2,3,6,8,1,2,3,1,4,6,5,6,5,6,9,8,3,10,1
22485,0,35,2,8,5,2,2,2,2,8,5,7,5,5,3,7,4,5,3,3,4,2,2,2,2,1,2,2,6,7,1,2,2
3152,1,28,5,2,10,9,10,9,9,15,15,14,12,13,7,5,6,4,2,4,4,7,10,10,10,10,10,8,3,9,3,8,2
3282,1,42,5,10,2,1,1,1,2,3,4,2,5,7,2,5,9,7,1,2,2,1,1,1,1,1,1,7,9,1,1,2,1
4478,1,30,8,2,6,6,6,7,6,5,5,6,5,4,6,4,5,7,1,2,3,3,4,4,4,8,6,8,9,4,1,4,3
25159,0,23,3,3,8,8,8,6,7,9,9,10,9,8,10,8,10,9,3,4,4,4,4,4,4,7,5,3,3,9,2,4,2
7640,1,41,8,4,7,11,12,14,10,2,3,4,5,6,7,4,5,5,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2
7837,1,24,7,3,6,4,3,2,4,3,3,4,3,2,3,5,7,7,1,1,1,1,1,1,1,1,1,1,6,4,2,6,1
8188,1,29,2,4,10,6,6,6,7,4,5,5,6,7,6,3,7,7,1,1,2,3,3,2,2,3,3,5,2,8,2,4,2
10646,1,35,1,10,5,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,3,3,3,3,4,2,3,2,1,1
12917,1,43,10,10,4,11,11,11,10,2,2,3,4,3,5,3,3,2,1,1,1,1,1,1,1,1,1,4,2,2,1,2,1
14711,1,28,1,1,3,4,4,4,4,1,1,1,1,1,1,9,2,2,1,2,2,1,1,1,1,1,1,1,5,1,1,1,1
14765,1,29,3,10,10,8,8,8,8,6,6,8,5,4,4,4,6,5,2,2,3,10,10,10,7,7,6,5,7,8,1,2,2
15752,1,26,7,5,9,7,8,7,6,6,6,4,6,5,5,8,5,5,2,3,4,1,1,2,2,4,4,6,7,6,2,5,2
20641,0,30,4,8,5,3,3,2,3,6,8,9,10,11,13,9,1,1,1,2,3,1,2,7,6,5,4,3,2,4,1,3,1
16262,1,30,2,7,10,4,4,5,6,8,7,4,4,4,5,8,5,5,1,1,2,4,3,4,3,7,5,3,5,8,2,3,1
18343,1,37,7,3,9,5,5,3,7,9,8,9,9,6,7,7,6,7,1,1,2,7,7,8,7,10,8,10,6,9,2,5,2
20041,1,30,4,4,9,2,2,3,5,8,8,8,5,7,8,4,8,8,2,3,3,1,1,1,1,1,5,8,6,6,2,5,1
21430,0,32,5,9,10,7,8,4,7,9,9,8,9,9,6,7,9,9,2,3,4,3,2,2,2,7,5,6,5,9,1,4,3
1420,1,26,7,2,7,5,4,5,5,8,8,9,7,8,8,3,10,10,1,1,2,4,4,4,4,10,9,10,3,8,1,5,3
21580,0,35,9,4,9,8,8,9,8,5,6,6,9,9,8,6,10,10,1,2,2,10,10,9,9,10,8,4,5,6,2,4,4
2573,1,27,8,8,9,8,8,8,7,7,7,7,10,10,9,10,7,10,1,1,3,4,4,5,4,7,6,8,3,8,1,3,3
22477,0,22,5,8,7,3,3,3,3,4,4,6,3,3,7,7,8,8,3,4,4,3,3,4,6,9,8,4,7,6,1,4,2
3186,1,29,7,3,8,7,8,8,8,5,6,8,7,8,9,7,3,3,1,2,3,4,4,3,4,9,6,8,8,5,1,4,3
23692,0,27,2,10,10,7,5,5,6,10,8,9,10,8,4,3,10,8,4,5,5,4,4,6,5,6,5,3,4,7,4,4,1
4156,1,30,5,3,9,7,8,8,7,8,9,11,7,9,10,2,10,6,2,3,3,10,10,10,10,7,7,8,5,9,1,3,4
24728,0,26,7,6,8,2,3,2,3,12,12,10,9,9,5,4,7,6,3,5,5,1,1,1,1,1,4,5,8,7,2,3,1
5323,1,32,10,9,7,4,5,6,3,7,9,10,9,10,11,10,6,8,4,4,4,8,5,4,3,2,3,8,5,2,1,2,1
5675,1,31,1,4,4,15,13,1,15,2,2,3,3,4,5,1,1,1,1,2,2,1,1,1,1,1,1,1,8,2,1,1,1
7353,1,35,5,3,6,2,2,2,3,9,10,9,8,8,9,5,7,8,1,3,3,10,10,10,10,10,10,10,2,4,1,2,2
9317,1,32,10,2,7,2,1,1,2,8,7,4,9,9,6,4,3,4,1,2,2,6,6,6,6,10,10,8,9,3,2,4,4
10075,1,35,7,10,4,3,3,4,3,3,2,3,4,3,4,4,4,3,1,1,2,1,1,1,1,1,1,1,2,2,2,3,2
10459,1,28,2,5,3,2,2,1,2,2,2,2,2,2,3,3,2,2,1,2,2,1,1,1,1,1,1,1,8,1,1,3,1
11623,1,26,6,2,10,5,4,2,4,5,5,5,7,7,8,3,8,5,1,1,1,1,1,1,1,1,2,1,9,5,1,7,2
13393,1,25,2,3,5,8,9,9,7,6,6,4,2,2,4,8,2,2,1,2,2,1,1,1,1,1,1,1,7,3,1,5,3
14206,1,31,3,8,4,6,4,1,5,2,2,2,3,2,3,4,5,7,2,2,2,1,1,1,1,1,1,1,2,1,2,3,1
15552,1,27,7,8,4,4,5,3,4,6,6,6,9,9,9,4,10,9,1,2,3,1,1,1,1,1,3,3,8,3,2,4,2
16787,1,25,4,5,7,5,4,5,5,8,8,9,5,5,4,10,10,10,1,1,1,4,4,3,3,7,6,3,7,9,2,2,1
18266,1,44,8,7,6,15,15,15,15,3,3,4,4,5,7,2,1,1,1,1,1,3,2,2,2,6,6,10,4,3,3,7,2
18357,1,38,8,4,6,5,4,5,5,4,4,6,7,8,9,5,1,1,1,1,3,1,1,1,1,1,1,1,4,2,3,4,1
19889,1,30,8,9,4,5,6,3,5,5,5,4,4,4,4,6,3,7,1,2,2,1,1,1,1,1,2,5,5,2,1,5,1
19945,1,25,2,6,10,3,3,3,3,4,5,5,6,7,8,7,4,5,3,4,4,4,4,4,4,8,5,3,8,5,2,7,2
1397,1,32,4,5,10,11,11,12,12,7,8,9,6,7,7,3,4,5,1,2,3,6,4,4,4,10,9,5,8,4,1,2,2
2311,1,23,3,7,4,4,4,3,4,4,3,3,5,3,4,2,7,9,2,2,2,1,1,1,1,1,1,1,9,1,1,4,2
2787,1,28,3,5,6,5,5,4,6,8,9,7,3,3,5,6,7,6,1,2,2,1,1,1,1,1,1,1,3,6,2,5,2
22866,0,35,2,1,4,2,1,1,2,4,2,2,6,1,1,7,4,3,1,2,4,3,2,2,2,2,2,2,4,3,2,3,1
23291,0,26,2,10,6,3,3,4,2,2,3,5,4,4,6,2,7,4,1,1,2,2,2,2,2,2,2,3,8,1,2,8,1
23881,0,37,2,8,7,4,3,4,5,7,7,3,5,2,3,6,5,4,2,4,4,1,1,3,2,4,3,3,8,5,2,2,2
4271,1,29,8,6,10,5,5,3,6,4,4,3,5,3,4,4,8,8,1,3,3,6,10,10,10,10,10,9,5,9,2,7,3
24251,0,23,2,8,7,6,7,7,6,4,5,5,6,7,8,2,6,5,1,3,3,1,1,1,1,1,1,1,7,3,2,3,1
25046,0,21,4,9,9,3,2,3,4,7,8,9,5,5,8,4,5,5,1,2,2,3,3,3,2,5,4,3,6,5,2,4,2
5122,0,22,4,6,8,5,5,6,4,7,8,9,5,8,9,6,8,7,2,3,4,1,2,2,2,4,3,2,4,8,2,4,1
6117,1,33,10,9,7,2,2,1,2,6,8,3,4,4,4,3,10,9,1,1,2,3,3,3,3,8,7,10,3,8,1,4,2
20384,0,32,2,7,3,2,2,3,2,2,4,4,5,7,7,4,2,2,1,2,2,1,1,1,1,1,1,2,4,1,2,2,1
6487,1,43,8,10,2,1,1,1,2,2,2,2,2,2,3,9,1,1,1,1,1,1,1,1,1,1,2,8,2,1,1,2,1
6865,1,30,2,7,5,2,2,3,2,8,9,8,3,5,6,2,1,1,1,2,2,4,3,3,4,10,8,3,3,3,1,2,2
8283,1,29,8,2,3,2,3,3,2,3,3,5,6,6,8,4,5,6,1,1,1,1,1,1,1,1,1,6,6,3,2,3,1
9508,1,33,10,5,8,9,8,9,9,8,7,8,10,10,10,8,7,7,1,2,2,7,6,6,9,10,10,10,5,7,1,7,4
10067,1,43,9,9,2,1,1,1,1,4,5,8,2,3,3,10,1,1,2,2,2,1,1,1,1,1,7,10,2,1,2,3,1
11983,1,33,8,2,8,8,8,8,8,6,7,7,7,8,8,4,3,3,2,2,3,3,3,2,2,6,6,3,5,3,2,3,2
20542,0,31,5,7,2,1,1,1,3,2,3,5,5,7,8,6,9,8,1,1,1,1,1,1,1,1,1,3,3,1,2,2,1
13004,1,26,1,1,2,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
17445,1,28,1,2,4,9,8,7,9,1,1,1,1,1,1,9,3,3,1,1,1,1,1,1,1,1,1,1,9,1,2,1,1
17679,1,29,10,8,6,2,3,4,4,7,7,9,10,10,10,3,10,10,1,2,2,1,1,1,1,1,1,1,5,3,1,3,2
18648,1,22,4,2,9,2,2,2,2,2,2,2,4,3,3,2,8,4,1,2,3,1,1,1,1,1,1,1,7,7,3,10,2
18707,1,24,8,5,6,8,8,6,8,9,10,13,9,10,10,5,7,8,2,2,2,1,3,4,3,9,8,5,5,7,2,5,2
20133,1,27,2,8,6,8,8,8,7,4,5,4,6,7,6,5,6,5,2,2,2,1,1,1,1,1,1,3,8,3,1,5,6
278,1,29,7,4,9,6,5,4,6,8,7,7,10,10,10,10,10,10,2,2,3,9,10,10,9,10,9,5,5,6,1,5,2
306,1,31,7,10,3,1,1,1,2,3,4,7,6,8,10,8,3,5,1,2,2,1,1,1,1,1,1,4,7,2,2,3,1
318,1,27,1,10,5,6,6,7,5,4,6,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,7,3,2,1,1
