id_rank,CREDIT_FLAG,AGE,adr_stability_days,consume_steady_byxs_1y,last_1y_total_active_biz_cnt,last_6m_avg_asset_total,last_3m_avg_asset_total,last_1m_avg_asset_total,last_1y_avg_asset_total,tot_pay_amt_6m,tot_pay_amt_3m,tot_pay_amt_1m,ebill_pay_amt_6m,ebill_pay_amt_3m,ebill_pay_amt_1m,xfdc_index,pre_1y_pay_cnt,pre_1y_pay_amount,auth_fin_last_1m_cnt,auth_fin_last_3m_cnt,auth_fin_last_6m_cnt,credit_pay_amt_1m,credit_pay_amt_3m,credit_pay_amt_6m,credit_pay_amt_1y,credit_pay_months_1y,credit_total_pay_months,credit_duration,relevant_stability,sns_pii,use_mobile_2_cnt_1y,activity_area_stability,positive_biz_cnt_1y
5502,1,30,1,10,5,5,5,5,6,8,6,4,9,5,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,7,1,1,1
7328,1,44,4,10,6,9,8,9,9,6,4,4,7,7,7,6,7,8,2,2,2,1,1,1,2,2,3,6,6,4,2,2,1
7397,1,30,8,7,9,9,9,8,9,5,5,7,9,9,10,6,5,5,2,2,2,1,4,3,3,6,4,4,5,4,1,6,2
7581,1,27,9,4,8,10,9,9,11,2,3,3,5,5,5,3,4,5,1,1,1,1,2,2,2,3,3,3,3,3,1,3,1
8923,1,28,2,5,3,6,5,6,6,3,3,4,5,6,7,3,3,3,1,2,2,1,2,2,2,2,2,2,2,5,1,4,2
9357,1,30,8,3,7,6,6,6,7,2,2,2,3,3,3,5,5,7,1,1,2,4,4,4,4,10,10,6,2,5,1,4,2
20475,0,31,4,8,6,2,1,1,5,2,3,2,4,5,2,6,6,6,2,3,4,3,3,3,4,9,9,5,3,6,3,4,1
10716,1,33,10,6,10,8,8,8,9,7,8,9,10,10,12,8,5,6,1,1,1,10,9,9,9,10,10,10,6,8,2,5,2
10955,1,25,3,8,9,3,4,4,3,6,5,6,3,4,6,8,4,4,1,1,1,1,1,2,2,2,2,10,4,5,2,4,1
11613,1,28,3,9,8,12,12,11,10,2,3,2,3,4,1,2,3,2,1,2,2,1,1,1,1,1,1,1,5,4,1,3,1
12445,1,29,9,4,10,7,6,8,7,7,7,9,7,9,9,8,4,4,1,1,2,4,3,4,4,9,8,5,5,8,1,4,2
14910,1,28,2,5,8,8,7,7,7,7,6,8,7,7,7,6,7,6,1,1,1,1,2,2,2,5,6,1,7,6,2,7,1
16611,1,25,4,4,7,7,8,8,7,7,7,4,3,2,2,8,4,4,1,1,1,4,3,3,3,7,5,3,3,9,2,6,1
18645,1,25,6,6,7,5,5,3,5,4,3,4,8,4,6,6,5,5,1,1,2,1,1,1,1,1,1,1,5,4,2,3,2
1039,1,34,10,10,4,4,3,2,4,7,8,5,10,11,8,4,4,7,1,1,1,1,1,1,1,1,1,8,3,3,2,4,1
21637,0,28,1,1,5,8,8,8,1,2,2,3,2,3,6,2,5,3,1,1,1,9,5,4,3,2,2,2,2,2,1,1,1
2392,1,28,9,10,7,8,3,2,9,6,7,9,3,3,4,3,2,3,1,1,1,3,2,3,3,7,9,10,4,8,2,3,1
21957,0,35,7,2,10,8,7,2,8,10,10,7,9,7,2,9,9,10,2,4,4,1,3,7,7,9,10,10,8,9,2,2,1
22073,0,33,2,8,4,4,2,2,4,8,5,3,4,3,2,5,6,5,4,4,5,1,1,1,1,1,1,2,9,3,1,2,2
2543,1,25,3,3,6,5,4,4,4,7,7,8,6,7,9,9,5,5,2,3,3,4,3,3,3,7,7,4,8,6,1,5,1
22582,0,21,2,9,6,2,3,4,3,6,8,9,3,4,3,2,5,4,2,3,3,1,1,1,1,1,1,1,6,3,2,2,1
3457,1,22,4,9,6,6,6,6,6,3,3,4,3,3,6,2,8,6,1,1,3,1,1,1,1,1,1,1,3,7,2,4,1
3775,1,30,1,6,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,2,1,1,1
4005,1,26,2,5,8,8,8,7,8,12,14,14,6,6,5,9,7,9,1,3,4,9,9,9,7,10,9,6,7,9,3,4,2
24222,0,28,2,9,6,3,3,2,3,9,11,11,2,2,4,6,4,4,2,4,4,6,6,5,4,9,6,3,6,4,2,2,2
24414,0,29,1,6,7,3,4,4,3,9,9,12,5,6,7,10,7,8,4,4,5,2,5,4,8,6,7,6,7,6,2,1,1
25521,0,33,9,8,9,3,1,1,4,8,2,3,6,2,2,3,8,6,1,2,3,3,2,8,10,7,10,5,9,7,1,2,1
6703,1,39,10,2,9,6,6,5,5,7,7,7,8,8,8,4,4,4,1,1,1,9,8,8,8,10,10,10,3,8,2,3,2
8214,1,42,2,10,3,2,2,2,2,7,2,4,3,3,6,2,1,1,1,1,2,4,3,2,2,2,2,3,3,1,2,3,2
9326,1,32,10,7,8,5,5,7,6,8,7,8,8,7,9,9,8,10,3,3,3,3,4,4,4,6,9,9,4,9,3,5,2
9455,1,38,8,3,8,3,3,2,3,4,4,5,8,8,8,3,10,8,1,2,3,6,6,6,6,10,8,4,5,8,3,3,2
9626,1,40,2,3,8,10,9,10,10,4,5,4,5,7,6,7,3,3,1,1,1,5,4,4,5,10,6,4,2,9,1,2,1
9713,1,30,10,9,2,1,1,1,1,2,2,3,4,3,4,7,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1
9907,1,28,8,4,8,2,2,2,3,5,6,7,9,10,10,10,9,10,2,2,2,10,7,7,7,10,10,9,4,8,2,3,2
11690,1,33,2,6,7,2,2,2,2,4,5,5,4,5,5,2,5,8,1,2,2,3,2,2,3,7,8,7,2,5,1,4,3
20535,0,31,4,6,10,3,2,1,4,7,4,4,9,7,4,7,10,10,2,2,4,3,2,3,5,9,9,6,9,8,4,2,2
11944,1,29,8,3,5,2,2,2,3,2,2,2,3,2,3,6,5,5,1,1,1,1,1,1,1,1,1,1,8,3,2,3,1
12471,1,24,4,3,5,2,2,3,3,3,4,5,5,7,8,3,3,3,1,1,1,4,2,2,2,5,4,3,5,3,1,2,2
14297,1,28,2,5,5,2,2,2,2,3,3,3,4,5,5,6,5,4,2,2,2,2,2,2,2,9,6,3,5,6,2,2,1
16931,1,27,3,7,4,3,3,2,2,2,3,5,5,6,8,8,7,8,1,2,2,1,1,1,1,1,1,1,9,2,2,2,1
18578,1,29,5,5,4,3,4,4,3,5,6,5,9,10,8,10,2,3,3,3,3,1,1,1,1,1,1,1,3,1,2,4,2
18778,1,26,4,5,8,9,8,8,8,3,2,3,7,4,5,6,10,9,2,2,2,1,1,1,1,1,1,1,2,3,2,2,2
18881,1,32,10,7,5,6,6,5,6,5,6,6,8,8,7,4,5,5,1,1,2,4,4,4,4,8,10,10,3,3,1,4,3
19195,1,33,8,5,10,7,7,7,9,7,7,8,8,8,9,3,10,10,2,2,2,4,3,3,3,10,9,5,7,8,2,3,4
19755,1,23,5,10,10,8,8,8,8,15,15,15,12,13,9,10,6,7,1,4,4,6,5,4,4,8,6,3,8,9,3,7,3
21578,0,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1
1673,1,21,4,7,7,7,8,7,6,5,6,3,8,8,5,4,8,8,1,1,3,1,1,1,1,1,1,1,8,7,2,7,6
21809,0,39,4,3,10,8,8,8,8,15,15,15,12,14,13,10,9,10,1,1,2,2,4,4,5,6,6,5,9,9,3,3,2
21903,0,27,7,2,10,5,6,7,5,6,5,7,8,7,8,6,8,8,3,4,4,6,5,6,6,10,10,9,7,7,1,7,1
22214,0,29,1,5,3,2,2,2,2,2,1,1,2,1,1,9,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1
3654,1,22,2,10,4,5,3,2,6,3,3,4,4,2,3,2,5,3,1,1,1,1,1,1,1,1,1,1,7,2,2,3,1
23383,0,35,7,6,8,5,6,6,5,11,12,14,4,5,6,8,10,10,1,2,2,1,1,1,1,1,4,4,9,9,1,2,1
4750,1,29,4,2,7,9,9,9,8,5,5,7,5,7,9,2,9,8,2,3,3,1,1,1,1,1,1,1,3,3,1,3,1
4780,0,22,2,6,7,4,5,4,4,3,3,4,4,4,6,2,8,4,2,3,4,1,2,2,2,3,3,2,2,5,2,4,1
5470,1,33,8,6,9,9,9,9,8,13,14,15,12,11,11,10,10,10,1,1,2,10,8,9,8,10,10,9,5,8,1,6,2
5700,1,27,6,9,10,12,10,10,13,10,9,9,10,10,10,5,6,10,2,2,2,1,4,4,4,9,7,6,6,7,2,6,1
6160,1,31,10,5,4,3,3,4,4,5,6,5,9,10,9,8,5,8,1,1,1,1,1,1,2,2,6,9,5,3,1,2,1
7603,1,25,5,3,6,4,5,6,3,2,3,2,4,5,3,3,7,7,1,1,2,3,3,2,2,10,6,6,4,4,2,2,2
8067,1,36,4,3,5,6,5,5,6,4,4,5,7,8,9,3,1,1,1,1,1,1,1,1,1,1,1,5,4,1,2,5,1
8687,1,31,5,3,9,6,6,5,5,9,9,9,10,11,10,7,4,5,3,4,4,3,4,6,6,10,6,7,8,7,2,3,2
8777,1,42,8,5,9,9,9,9,9,5,5,6,9,9,9,3,8,9,1,1,2,3,2,2,2,5,9,10,7,8,1,4,1
9190,1,25,4,6,6,6,5,2,7,5,6,5,6,7,8,4,3,2,1,1,1,3,3,3,3,9,6,3,6,4,1,4,1
9824,1,30,6,2,6,3,3,3,3,5,5,6,9,9,9,10,6,6,1,1,2,1,1,1,1,1,1,10,6,3,1,3,2
71,1,26,8,6,8,3,3,4,3,4,4,5,6,8,8,2,9,8,1,1,2,1,2,3,2,5,4,3,6,3,2,3,3
10717,1,32,10,4,5,4,3,3,5,6,6,8,10,10,10,8,5,7,1,1,1,4,4,4,4,9,8,8,6,6,1,4,4
11759,1,31,10,3,7,8,5,2,8,3,4,5,7,7,8,10,9,8,1,1,1,4,3,4,3,6,5,10,9,4,1,2,1
12667,1,28,8,4,3,1,1,1,2,2,2,2,4,3,3,6,1,1,2,2,2,5,4,4,4,10,7,10,6,1,2,2,1
147,1,26,1,9,9,4,3,3,3,8,8,9,6,7,8,10,3,4,1,2,2,4,4,4,3,5,4,2,4,5,2,2,2
14573,1,25,4,7,9,6,6,5,5,9,9,8,10,9,9,9,9,5,1,3,3,1,1,1,1,1,1,1,7,9,3,8,1
15312,1,34,7,10,7,11,11,10,12,6,6,8,5,5,7,10,4,4,1,2,3,4,5,4,4,8,8,8,3,9,2,4,2
15993,1,24,4,9,4,4,4,4,4,7,8,5,4,3,2,9,3,3,1,1,1,1,1,1,1,1,1,1,8,2,2,4,1
16796,1,24,5,2,5,2,2,2,2,2,3,4,4,5,6,6,5,5,1,2,2,1,1,1,1,1,1,1,2,4,3,5,2
17772,1,29,2,8,3,2,2,2,4,5,6,3,9,9,5,9,1,1,1,3,3,5,4,4,3,4,3,3,9,1,4,6,1
19527,1,26,3,3,6,3,3,3,2,4,3,4,6,6,7,8,10,10,1,2,2,3,3,3,3,10,7,4,8,9,2,5,2
352,1,31,1,5,5,5,5,2,5,8,7,6,4,4,6,10,3,3,1,1,1,5,4,4,4,10,6,3,4,3,1,1,1
21096,0,28,8,9,7,4,4,4,3,4,4,5,6,4,5,8,8,8,1,2,4,4,4,4,3,6,5,6,8,7,2,2,3
1823,1,25,3,8,3,2,3,3,2,2,2,1,2,2,1,7,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1
2937,1,33,10,2,6,9,9,9,11,6,7,8,9,10,10,4,6,9,1,1,2,4,4,4,4,9,6,10,2,4,1,4,1
3197,1,22,4,7,9,4,2,3,5,15,15,15,14,13,14,7,6,9,3,4,5,4,3,4,4,9,6,3,5,9,2,2,1
23109,0,23,3,6,5,3,3,3,3,4,4,6,5,5,5,5,6,5,2,3,3,3,4,4,3,7,6,5,7,6,2,5,1
23722,0,28,1,1,4,1,2,2,2,2,2,2,1,1,1,1,1,1,2,4,4,2,2,2,2,1,2,2,1,1,1,1,2
25245,0,25,2,6,10,3,2,2,3,4,4,4,3,2,3,2,10,7,1,2,3,1,1,1,1,1,1,1,8,7,4,3,1
5160,1,20,2,8,4,5,5,4,4,4,4,3,5,4,4,2,9,5,1,1,2,1,1,1,1,1,1,1,5,3,1,4,1
5345,1,20,2,2,7,2,2,2,2,3,3,4,3,3,4,3,4,3,2,2,2,1,1,1,1,1,1,1,1,4,1,4,1
5720,1,46,10,9,7,7,4,5,9,9,9,11,10,11,13,8,3,7,1,1,1,1,3,2,2,3,4,8,4,7,1,5,1
6120,1,33,8,3,5,10,10,10,12,7,7,7,9,8,6,6,2,2,1,1,2,4,10,8,7,9,7,8,2,9,2,3,2
7310,1,22,5,8,6,7,7,5,6,6,7,8,10,10,11,8,5,5,2,3,3,4,3,2,2,3,3,2,7,3,1,2,1
8339,1,32,8,3,5,2,3,2,2,2,2,4,4,4,6,6,5,5,1,1,1,1,1,3,3,7,9,9,5,1,2,4,1
9945,1,32,8,6,7,3,3,1,5,6,4,4,8,6,5,10,4,4,1,1,1,1,1,1,1,1,1,2,5,5,1,6,1
11484,1,27,3,2,10,7,6,7,7,15,15,15,5,3,5,10,5,7,2,2,4,3,7,5,10,9,9,5,5,9,1,3,4
13332,1,31,1,2,2,1,1,1,1,3,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13504,1,31,2,8,2,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1
13911,1,28,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,1,1,1,1
14628,1,33,1,1,4,2,2,3,2,2,2,2,2,2,2,2,5,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1
14660,1,34,7,5,6,7,6,5,8,2,2,2,4,3,3,5,4,4,1,1,2,1,1,1,2,3,5,9,8,6,2,3,2
15582,1,35,4,10,3,3,1,1,3,2,2,2,2,2,2,10,3,3,1,1,1,3,2,2,2,2,3,8,2,8,2,3,1
15931,1,21,5,10,5,3,3,3,2,2,2,3,2,2,4,2,2,2,3,3,3,1,1,1,1,1,1,1,9,3,2,5,1
17572,1,32,7,9,8,13,13,13,13,7,7,8,9,9,10,8,5,5,1,1,2,4,4,4,4,10,10,10,6,6,2,2,4
17666,1,32,2,10,8,9,9,10,10,7,8,9,4,2,3,8,2,2,1,1,2,7,4,4,3,6,5,5,5,8,2,4,1
17966,1,36,2,8,5,4,5,5,5,2,2,2,2,2,2,4,9,7,1,2,2,1,1,1,1,1,1,1,2,6,2,2,1
18160,1,41,9,4,7,14,14,14,14,3,4,6,6,8,9,6,3,5,2,2,2,4,4,4,4,8,9,9,3,9,2,4,2
20188,1,23,3,9,7,8,9,8,8,6,7,3,9,10,3,4,5,4,1,1,2,1,1,1,1,1,1,1,8,7,1,5,2
671,1,26,5,5,2,2,2,2,2,3,4,7,4,6,9,9,4,5,2,2,2,1,1,1,1,1,1,7,4,1,2,2,1
936,1,24,8,4,8,3,2,1,4,5,5,7,8,7,7,7,6,8,1,2,2,1,1,1,1,1,1,1,2,3,1,6,1
1219,1,28,10,5,6,10,9,9,12,8,7,7,10,10,9,7,4,7,1,1,1,7,8,10,10,10,6,5,4,6,2,6,1
2478,1,32,6,8,9,5,5,4,5,8,8,6,7,7,5,7,7,8,1,3,4,2,3,3,3,6,5,8,5,5,2,2,1
22380,0,25,4,2,9,3,2,2,3,8,8,8,10,10,10,10,7,5,1,2,2,3,3,2,3,9,9,6,9,9,4,9,1
3211,1,28,1,4,4,3,3,2,3,10,9,10,5,7,6,1,3,5,1,3,3,4,4,3,4,6,10,10,3,5,1,1,1
22947,0,20,2,10,8,3,2,1,3,4,4,6,5,3,2,2,10,7,1,1,2,3,3,3,5,7,5,3,8,6,2,2,1
23512,0,18,2,8,3,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1
23621,0,24,5,9,3,2,2,2,2,3,4,7,2,2,3,8,1,1,1,1,1,1,1,1,1,1,1,5,3,1,3,2,1
4963,1,22,3,5,7,4,4,4,4,2,3,4,4,3,4,2,7,4,1,1,1,1,1,1,1,1,1,1,4,3,1,5,1
7084,1,34,6,10,5,3,2,3,3,7,8,7,7,8,6,6,8,7,2,2,2,4,3,3,3,4,3,8,7,6,1,2,1
10809,1,30,9,7,10,7,7,7,8,8,8,6,7,6,7,4,3,4,1,2,3,4,4,3,3,9,10,10,4,7,1,2,3
11326,1,31,9,8,10,12,12,11,12,6,5,6,4,5,7,4,3,4,2,2,2,4,4,3,3,9,6,3,5,9,2,3,3
11644,1,34,9,6,9,9,9,9,9,8,3,5,10,5,7,7,5,6,2,2,3,4,4,4,4,10,9,7,3,4,1,4,3
11743,1,38,10,2,5,8,7,4,9,6,7,8,10,10,11,8,4,4,1,2,2,6,6,6,7,10,9,5,5,3,2,2,2
13160,1,30,10,4,4,6,5,5,6,2,3,3,5,5,6,7,8,7,2,2,2,1,1,1,1,1,1,1,4,6,1,5,1
14127,1,29,6,10,7,9,6,6,9,9,2,2,3,3,3,6,2,3,1,1,1,1,1,1,2,2,3,6,2,4,2,3,1
14255,1,30,3,6,7,2,2,2,2,7,6,6,6,7,7,10,7,8,1,1,2,1,2,2,2,7,7,5,5,6,1,6,2
14332,1,25,1,9,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1
14551,1,35,5,8,4,4,2,2,4,4,4,2,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,4,1
14779,1,28,3,5,6,7,7,7,8,7,7,4,3,2,3,2,4,4,1,1,1,4,3,3,2,7,5,5,4,3,3,9,4
14946,1,30,2,7,5,10,10,10,11,8,9,10,2,2,2,10,3,4,1,3,3,3,4,5,5,10,6,3,5,3,1,3,2
15847,1,26,2,5,8,3,2,3,2,8,9,8,2,2,2,2,3,3,1,2,2,3,3,3,3,9,7,4,6,6,1,3,1
16764,1,28,8,10,9,13,14,15,13,8,7,6,9,9,8,7,2,2,2,2,2,1,1,1,1,1,1,1,2,7,1,4,2
17315,1,32,8,3,6,7,7,8,9,13,11,13,5,7,9,8,3,3,1,1,1,10,9,9,9,10,9,7,3,9,1,5,2
17719,1,34,2,9,3,2,2,1,2,3,4,2,7,8,4,7,3,4,1,1,1,1,1,1,1,1,1,5,2,6,2,2,1
20726,0,40,2,5,5,1,2,2,2,2,3,5,2,2,3,6,3,3,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1
517,1,23,3,4,9,4,4,3,3,6,6,6,6,7,8,5,10,8,3,4,4,2,4,4,4,9,7,4,4,5,2,3,3
21378,0,34,1,10,10,2,3,2,2,5,5,3,6,3,3,8,5,5,2,4,5,1,1,2,2,2,7,10,2,9,2,2,1
21434,0,37,1,7,5,2,2,2,2,2,2,1,2,2,1,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,1,1,1
21506,0,24,7,10,8,4,3,3,6,6,8,7,5,6,7,6,6,6,4,4,4,1,2,2,3,6,8,8,6,6,2,4,2
22435,0,28,2,4,6,2,2,2,2,4,4,5,5,4,6,3,9,8,2,3,4,1,1,2,2,5,4,3,6,7,3,3,1
3020,1,22,4,3,10,3,3,3,4,5,5,6,7,6,7,2,10,8,1,3,5,3,3,2,2,5,5,3,9,8,3,9,3
22541,0,25,1,5,9,4,4,3,3,5,4,6,4,4,4,4,5,5,2,4,5,2,2,2,2,6,4,3,6,6,2,1,1
3411,1,23,5,3,6,4,4,3,4,2,3,3,3,3,4,2,7,5,1,1,2,1,1,1,1,1,1,1,8,4,2,3,2
23276,0,27,4,2,9,2,2,2,3,4,4,4,7,7,5,2,10,7,1,1,1,5,4,4,5,10,9,6,5,7,2,9,1
4520,1,32,10,3,8,7,7,7,7,10,10,10,15,14,15,8,4,4,1,1,1,8,6,8,10,10,10,10,5,7,2,2,2
24246,0,31,3,2,10,4,2,2,4,10,9,10,13,12,12,9,10,9,1,3,3,3,3,4,5,8,6,4,9,9,4,2,1
5525,1,26,2,9,8,9,9,1,9,3,3,3,5,4,5,4,1,1,1,2,2,1,2,2,2,5,7,4,2,1,1,2,2
6128,1,33,7,3,8,4,4,3,4,11,9,7,6,6,8,5,6,9,1,2,2,1,1,2,3,5,9,10,7,6,2,4,2
7400,1,30,7,5,7,6,6,3,7,9,5,4,5,7,7,5,3,5,1,1,1,1,4,4,4,7,6,8,2,5,2,2,1
7512,1,31,6,10,3,3,2,2,3,2,2,2,4,2,2,5,1,1,1,1,1,1,1,1,1,1,1,9,5,1,2,2,1
8112,1,29,4,3,9,10,10,6,10,2,3,5,5,6,8,2,6,5,1,2,2,1,1,1,1,1,1,1,8,4,2,2,1
10815,1,29,10,5,7,4,3,2,4,6,7,6,10,9,9,5,4,5,1,1,2,1,4,3,3,5,4,9,5,6,2,3,4
13154,1,31,4,10,6,7,7,5,7,6,5,7,6,8,9,7,3,6,2,2,3,1,1,1,1,1,1,1,7,2,1,6,2
20586,0,21,3,8,7,3,3,4,2,4,3,4,3,3,5,2,10,6,3,3,4,1,1,1,1,1,1,1,6,7,2,2,1
13650,1,44,4,10,5,7,7,7,8,9,10,14,4,5,7,9,9,9,1,2,2,1,1,1,1,1,4,5,8,4,1,3,1
15232,1,29,4,10,8,11,8,8,11,7,8,9,8,9,10,5,2,2,1,2,2,3,3,3,2,6,5,3,7,4,1,7,2
16534,1,31,8,10,10,15,15,15,15,14,10,12,12,7,6,5,2,2,3,3,4,10,10,9,7,6,5,7,9,8,1,4,3
18286,1,35,3,8,2,2,3,3,2,2,3,3,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,4,9,1,1,2,1
18327,1,35,8,4,8,9,8,8,9,9,9,9,10,9,10,10,9,10,1,1,2,1,2,2,2,2,5,5,5,9,1,3,1
20775,0,22,3,10,3,2,2,2,2,2,2,1,2,2,1,6,5,5,1,1,1,1,1,1,2,2,2,3,5,2,1,2,1
576,1,33,4,8,4,5,6,7,5,3,4,6,3,2,4,9,4,4,1,1,1,3,5,4,4,5,4,6,5,2,1,4,1
21279,0,26,3,8,6,2,2,2,2,4,5,7,8,9,10,6,6,5,4,4,4,3,3,3,3,5,4,3,7,2,1,3,1
1233,1,20,2,10,4,2,2,2,2,3,5,4,5,7,7,2,6,5,1,3,3,1,1,1,1,1,1,1,8,2,1,4,1
2239,1,26,2,9,7,6,6,7,6,6,6,5,6,8,8,9,10,10,1,2,2,10,10,10,10,6,5,6,5,6,1,2,1
2348,1,28,2,9,8,5,4,4,5,5,6,7,3,3,4,2,9,8,1,1,2,1,1,1,1,1,1,1,3,5,3,2,1
22005,0,38,4,4,9,5,3,2,4,6,8,8,6,5,5,3,8,6,3,4,4,2,4,4,3,5,6,4,7,3,2,2,1
22741,0,37,1,7,3,4,5,6,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1
22847,0,32,9,7,5,1,1,1,2,5,2,2,8,2,3,6,2,2,1,1,1,1,1,1,4,4,4,10,2,7,2,3,1
23572,0,24,2,10,9,5,5,5,4,5,6,8,6,6,7,2,9,6,3,3,4,3,2,3,3,4,3,2,9,7,3,4,2
4605,1,23,7,10,9,6,7,6,6,10,13,14,8,6,5,7,9,6,1,2,2,4,3,3,3,6,5,3,6,8,2,9,5
25118,0,27,6,4,9,4,4,4,4,3,3,4,5,4,5,2,3,2,2,2,2,1,1,1,1,1,4,4,9,6,2,10,1
5499,1,30,9,8,10,6,6,5,6,5,5,4,7,7,7,3,4,5,1,1,3,3,2,2,2,2,2,2,3,7,2,5,2
5614,1,36,1,8,4,4,5,6,4,3,3,4,6,4,4,1,3,3,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1
7434,1,23,4,3,9,9,8,3,9,3,3,3,3,4,4,5,5,4,1,1,1,2,2,2,2,8,6,3,8,5,1,5,1
9271,1,35,7,4,5,3,3,3,2,2,3,4,5,5,7,3,1,1,2,3,3,1,1,1,1,1,3,10,2,1,2,3,1
9766,1,32,10,2,6,9,9,9,9,7,7,8,10,10,10,6,5,6,1,2,2,7,6,5,5,10,9,8,3,5,1,9,1
10022,1,32,10,3,10,8,7,7,8,6,5,6,9,9,9,4,7,7,1,2,3,10,10,10,10,10,10,10,5,7,2,2,2
10418,1,32,8,8,2,1,1,1,1,2,2,3,2,2,2,7,1,1,1,1,1,1,1,2,2,5,5,8,6,1,1,6,1
11776,1,28,4,9,6,4,3,4,5,5,5,3,3,2,4,8,6,8,1,1,1,1,1,1,1,1,1,1,9,2,2,2,2
12675,1,28,10,6,10,5,4,4,5,9,9,9,10,10,12,9,7,8,1,2,2,6,8,7,6,6,6,10,5,9,3,3,5
13468,1,29,7,8,5,5,3,3,5,8,8,6,10,11,9,7,9,5,1,1,1,1,1,1,2,2,2,3,9,3,3,2,2
14122,1,30,4,9,6,3,3,2,2,6,6,8,3,3,4,9,8,8,1,1,1,3,4,3,2,4,3,6,6,4,3,5,1
14894,1,33,1,10,5,14,11,9,15,8,9,4,4,4,5,10,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1
16221,1,34,8,4,6,4,4,4,3,4,5,6,3,4,4,2,3,2,1,2,3,1,1,1,1,1,1,1,3,4,2,7,1
18058,1,43,10,5,6,3,3,3,4,4,4,4,7,7,7,4,4,4,1,1,1,1,1,1,1,1,6,10,4,4,2,9,2
20689,0,33,3,2,10,5,5,5,4,15,15,15,8,7,2,5,9,8,1,2,4,9,8,9,10,10,7,3,6,7,3,3,1
19947,1,25,2,9,3,3,4,5,3,2,2,2,2,2,3,2,1,1,1,1,1,4,3,2,2,2,2,2,5,1,2,5,1
20057,1,33,7,7,10,8,8,9,9,8,8,3,6,5,4,6,6,5,1,3,3,1,4,3,4,6,6,2,8,5,1,6,2
20818,0,30,4,9,8,7,8,9,7,10,11,11,9,8,9,10,7,8,4,5,5,10,9,7,5,5,4,3,4,5,3,2,3
21566,0,32,4,8,6,2,2,2,3,3,4,2,6,7,4,6,9,9,2,3,3,1,6,6,5,6,6,3,3,2,2,5,1
21602,0,34,2,4,6,3,1,1,2,8,7,9,8,2,2,8,8,9,1,2,3,3,3,3,5,8,6,9,7,3,2,4,3
1752,1,30,5,2,7,7,8,9,8,7,7,6,9,10,9,8,8,10,3,3,4,8,9,9,8,10,9,7,8,4,1,5,3
21721,0,44,2,1,4,1,1,4,1,3,5,8,2,2,4,5,1,1,3,4,4,4,3,3,2,2,2,2,3,2,1,2,1
3796,1,28,6,5,7,2,2,2,3,7,6,6,6,2,1,9,1,1,1,1,1,1,4,4,7,7,8,5,5,6,1,3,1
4102,1,28,9,6,10,7,7,8,7,9,9,10,13,12,14,7,6,5,3,3,4,4,3,3,3,9,7,3,5,9,1,5,4
4578,1,23,4,8,7,8,8,8,7,4,5,6,2,2,3,2,4,4,1,1,2,1,1,1,1,1,1,1,4,3,1,2,1
24375,0,27,6,4,9,5,6,1,5,9,9,7,8,5,2,6,5,4,1,2,2,1,4,4,4,9,8,8,6,5,1,2,1
24411,0,20,2,5,9,6,7,3,5,4,5,5,7,8,7,2,5,3,1,2,2,1,1,1,1,1,1,1,7,8,2,3,2
25468,0,29,3,9,6,2,2,2,3,2,2,4,3,4,7,3,9,8,2,3,3,1,1,1,3,3,8,8,4,3,2,6,1
5646,1,34,7,4,5,3,3,5,3,4,5,7,7,8,10,8,3,3,1,1,1,1,2,3,4,7,10,8,3,3,2,4,2
20375,0,27,6,10,8,2,2,2,3,8,9,9,10,10,11,5,9,8,3,3,3,2,2,2,2,2,6,7,6,7,1,6,2
7419,1,28,4,9,3,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,1,1,1,1,1,1,1,5,1,1,2,1
7563,1,28,7,5,10,9,10,10,9,15,15,15,13,13,15,8,3,4,1,2,2,4,4,4,4,10,10,9,9,9,2,10,3
